رمز فئة المنتج,اسم المصنع,العنوان,رقم التواصل,البريد الإلكتروني
11222066,شركة خالد محمد عاشقين دهلوي وشركائه,منطقة مكة المكرمة,6095006,dahlawi-plastic@hotmail.com
11222066,بلاستيك الوطنية فرع شركة الوطنية للصناعة,منطقة الرياض,499704006,albekiry@wataniaind.com
11222066,شركة مصنع القبلان للأنابيب الحرارية,منطقة الرياض,476066006,hr@alkoblan.com.sa
11222066,مصنع المحيط الاسود للبلاستيك,منطقة الرياض,0,ssd1010@hotmail.com
11222066,مصنع كابلات الجزيرة للمنتجات الكهربائية,منطقة الرياض,114116008,alfayyadh@hotmail.com
11222066,مصنع شركة نسما هواتك للصناعة,المنطقة الشرقية,0,null
11222066,شركة رينبو للحلول الميكانيكية العربية السعودية,المنطقة الشرقية,0,mustafa.wesaibie@abdulla-fouad.com
11222066,مصنع المركز العالمي للفيبرجلاس,منطقة مكة المكرمة,620472006,shabrawy3@yahoo.com
11222066,شركة فلك الاستقامة الصناعية,المنطقة الشرقية,138342008,mohammedf@estagamah.com
11222066,شركة بحره المتطوره لصناعة الكابلات المحدوده,منطقة مكة المكرمة,125911008,ammar.haddad@bahra-cables.com
11222066,شركة فخر الوطن للصناعات البلاستيكية,منطقة عسير,0,aldwulah@gmail.com
11222066,مصنع شركة تحويل المتكاملة,منطقة مكة المكرمة,126576008,a.alomran@tahweel.com
11222066,مصنع أعمال انبوب للمنتجات البلاستيكية,منطقة الرياض,114567008,mrqais@inbob.com
11222066,شركة التسليح الرديف,المنطقة الشرقية,0,othman@saadotman.com
11222066,المصنع الوطني لاحواض المجالي فرع شركه التقنيه,منطقة الرياض,112652008,admin@majaly.com.sa
11222066,مصنع ركن الجاهزية للبلاستيك,منطقة الرياض,115552008,ALJAHZIAJF@YAHOO.COM
11222066,شركه مصنع سالم بالحمر للبلاستيك المحدودة,المنطقة الشرقية,92002008,harbi@salembalhamer.com
11222066,شركة فخر الوطن للصناعات البلاستيكية,منطقة عسير,0,aldwulah@gmail.com
11222066,مصنع عبدالعزيز عواد العوفي للصناعة,منطقة المدينة المنورة,0,abu_omer20@hotmail.com
11222066,شركة صناعات المنتوجات الجديده المحدودة,منطقة مكة المكرمة,636356006,Sultan@Neproplast.com
11222066,مصنع العبيد للصناعات البلاستيكية,منطقة الرياض,11244008,info@alobaidgroup.com
11222066,مصنع حلول الأنابيب المتطورة للصناعة,المنطقة الشرقية,138128008,Idris@acwapipe.com
11222066,مصنع شركة سماء الخليج لانتاج اوعية الضغط,المنطقة الشرقية,34195006,GSCC_123@HOTMAIL.COM
11222066,شركة الخزف السعودية,منطقة الرياض,0,saadon.abdan@saudiceramics.com
11222066,شركة مصنع القبلان للأنابيب الحرارية,منطقة الرياض,476066006,hr@alkoblan.com.sa
11222066,فرع شركة مصنع عصام محمد خيري قباني للبلاستيك والعوازل,المنطقة الشرقية,0,nabeel.alhian@ikkgroup
11222066,مصنع رماح الشرق للصناعه,null,0,null
11222066,مصنع مروج الجزيرة لأعمال الحديد,المنطقة الشرقية,834148006,jazeera112@hotmail.com
11222066,مصنع بن رافعة لمواسير البلاستيك,منطقة مكة المكرمة,261548006,hrbinrafaah@gmail.com
11222066,مصنع الخليج العربي للصناعات المعدنية,المنطقة الشرقية,13533008,salah@inkan.com.sa
11222066,مصنع شركة ابداعنا للمنتجات البلاستيكية,منطقة الرياض,552121008,inassar2010@hotmail.com
11222066,مصنع رمز الصفاء للمنتجات البلاستيكية,منطقة الرياض,298592006,omarelyazori@hotmail.com
11222066,مصنع اثرتك للبلاستيك,منطقة حائل,165711008,hmalaassmi@gmail.com
11222066,مصنع النور المشرق للبلاستيك,منطقة مكة المكرمة,629333006,snhazmi@hotmail.com
11222066,مصنع درع الوطن للصناعات البلاستيكيه,المنطقة الشرقية,137223008,alialageel44@hotmail.com
11222066,مصنع ابو الجدايل لمواسير الفيبرجلاس و البولي اثيلين,منطقة مكة المكرمة,608229006,ajpipe@abuljadayel.com
11222066,المصنع العربي للصناعة,المنطقة الشرقية,353408007,bohamad1234@gmail.com
11222066,مصنع شركة اربع تقنيات للأنابيب,منطقة الرياض,1148008,alfaris9090@hotmail.com
11222066,مصنع شركة عبر البلاد الصناعيه,المنطقة الشرقية,138374008,tcicdammam@gmail.com
11222066,مصنع التوفيق المتميز للمنتجات البلاستيكية,منطقة مكة المكرمة,636043006,a.khalel@hotmail.com
11222066,شركة مصنع كروان المميز للمقاولات الحديدية,منطقة مكة المكرمة,227515006,jamal@crownsfs.com
11222066,شركة مصنع الحوشاني وشريكة للبلاستيك,منطقة الرياض,422229006,turky@ncf.com.sa
11222066,مصنع البلاستيك المثالي للانابيب,المنطقة الشرقية,138122008,govi.r@biico.sa
11222066,شركة اميكون السعودية المحدودة,المنطقة الشرقية,84715006,thamers@amiantit.com
11222066,مصنع درة الأفق للبلاستيك,منطقة الرياض,178625007,.mubarak1166@hotmail.com
11222066,مصنع بلاستيك المستقبل للصناعه,منطقة الرياض,477251006,mmhh@hotmail.com
11222066,مصنع تصنيع اللدائن,منطقة الرياض,112446008,"dr.saleh@tassne3,com"
11222066,شركة مصنع امداد الجودة لتقنيات البلاستيك,منطقة مكة المكرمة,608183006,rami@zeithplastic.com
11222066,مصنع مجموعة الريادة الحديثة للمنتجات الكيميائية والبلاستيكية,منطقة عسير,17221008,f_k_g102@hotmail.com
11222066,فرع الشركة العربية لصناعة انابيب المياه المحدودة,منطقة مكة المكرمة,423273006,kaldarrab@acwapipe.com
11222066,مصنع نواة التقنية للبلاستيك,منطقة الرياض,124456007,null
11222066,مصنع زمرة الخليج للصناعات البلاستيكية,منطقة الرياض,118109008,maalthekri@hotmail.com
11222066,مصنع شركة بوند ستراند المحدودة,المنطقة الشرقية,84715006,asmashni@amiantit.com
11222066,شركة مصنع القبلان للأنابيب الحرارية,منطقة الرياض,476066006,hr@alkoblan.com.sa
11222066,مصنع الوسطى للبلاستيك,منطقة القصيم,322002006,stop827@hotmail.com
11222066,مصنع بلاسكو للصناعات البلاستيكية/فرع شركة صالح عبدالعزيز الراجحي,منطقة الرياض,126521007,hr@plasco.com.sa
11222066,مصنع دسام الراقي لإعادة تدوير البلاستيك,منطقة الرياض,114811008,s1-m1@hotmail.com
11222066,فرع شركة صناعات المنتوجات الجديدة المحدودة,منطقة مكة المكرمة,126364008,Sultan@Neproplast.com
11222066,شركة الخزف السعودية,منطقة الرياض,0,saadon.abdan@saudiceramics.com
11222066,مصنع شركة محرك التقنية للمنتجات البلاستيكية,منطقة الرياض,0,alameria_pipes@hotmail.com
11222066,شركة مصنع آسيا للصناعات المتخصصة المحدودة,المنطقة الشرقية,0,info@mylaw.com.sa
11222066,فرع شركة مصنع فابكو للبلاستيك المحدودة,المنطقة الشرقية,92002008,harbi@salembalhamer.com
11222066,شركة مصنع جمجوم للصناعات الطبية المحدودة,منطقة مكة المكرمة,263704007,ishehab@jamjoom.md
11222066,شركة مصنع فابكو للبلاستيك المحدودة,المنطقة الشرقية,92002008,harbi@salembalhamer.com
11222066,شركة مصنع التقنية العصرية للبلاستيك,منطقة الرياض,498267006,sales@mt-plast.com
11222066,مصنع بلاسكو للصناعات البلاستيكية/فرع شركة صالح عبدالعزيز الراجحي,منطقة الرياض,126521007,hr@plasco.com.sa
11222066,المصنع السعودي لانظمة الري بالتنقيط فرع الشركة السعودية للري بالتنقيط المحدودة,منطقة الرياض,265045006,aziz@saudidrip.com
11222066,مصنع الأنابيب الخضراء,منطقة الرياض,445533006,amjadblal1968@hotmail.com
11222066,مصنع الشروق لمنتجات البلاستيك وانظمة التغليف,منطقة الرياض,112651008,hrm@abeico.com.sa
11222066,شركة الجودة لانتاج المواسير البلاستيكية,منطقة الرياض,265023006,gamalaldin1969@yahoo.com
11222066,مصنع سندان الدولية للصناعة,المنطقة الشرقية,0,gov@sendan.com.sa
11222066,شركة مصنع التقنية العصرية للبلاستيك,منطقة الرياض,498267006,sales@mt-plast.com
11222066,مصنع عبدالله عبدالرحمن الهلال للبلاستيك,منطقة الرياض,423559006,amer@dewanpack.com
11222066,شركة السنسنة للأعمال الصناعية والإنشاءات المعدنية,المنطقة الشرقية,361211006,ialhumidan@hotmail.com
11222066,مصنع بندر عافت فلاح العنزي للبلاستيك,منطقة مكة المكرمة,657272006,exc_pc@hotmail.com
11222066,مصنع أنابيب دوم للمنتجات البلاستيكية,منطقة الرياض,114159008,slaiman@doampipes.com
11222066,مصنع تصنيع اللدائن,منطقة الرياض,112446008,"dr.saleh@tassne3,com"
11222066,مصنع تيار للادوات الكهربائية و البلاستيكية,منطقة الرياض,0,null
11222066,شركة الاتحاد لصناعة الانابيب المحدودة,منطقة مكة المكرمة,12661008,aalwadani@upi-sa.com
11222066,مصنع التمام الحديث للبلاستيك للصناعة,منطقة مكة المكرمة,0,abus3uod1@gmail.com
11222066,شركة بكس الصناعيه المحدوده,منطقة الرياض,112652008,pex@pexindustrial.com
11222066,مصنع مسبك الدمام المركزى,المنطقة الشرقية,818448006,dcc545@hotmail.com
11222066,شركة متسكو للصناعات الحديدية الثقيلة المحدودة,منطقة الرياض,2653006,as@metscco.com
